0.000000000000000000e+00, 0.000000000000000000e+00
2.400000000000000000e+02, 0.000000000000000000e+00
4.800000000000000000e+02, 0.000000000000000000e+00
7.200000000000000000e+02, 0.000000000000000000e+00
9.600000000000000000e+02, 0.000000000000000000e+00
1.200000000000000000e+03, 0.000000000000000000e+00
1.440000000000000000e+03, 0.000000000000000000e+00
1.680000000000000000e+03, 0.000000000000000000e+00
1.920000000000000000e+03, 0.000000000000000000e+00
2.160000000000000000e+03, 0.000000000000000000e+00
2.400000000000000000e+03, 0.000000000000000000e+00
2.640000000000000000e+03, 0.000000000000000000e+00
2.880000000000000000e+03, 0.000000000000000000e+00
3.120000000000000000e+03, 0.000000000000000000e+00
3.360000000000000000e+03, 0.000000000000000000e+00
3.600000000000000000e+03, 0.000000000000000000e+00
3.840000000000000000e+03, 3.299305396178560955e-10
4.080000000000000000e+03, 1.881718113244048557e-09
4.320000000000000000e+03, 3.775844812004486290e-09
4.560000000000000000e+03, 6.118024572713308562e-09
4.800000000000000000e+03, 9.069206936879736560e-09
5.040000000000000000e+03, 1.289260750109131658e-08
5.280000000000000000e+03, 1.795038769313421705e-08
5.520000000000000000e+03, 2.482467523657765998e-08
5.760000000000000000e+03, 3.450214907122737577e-08
6.000000000000000000e+03, 4.877301634632814904e-08
6.240000000000000000e+03, 7.119177263066448210e-08
6.480000000000000000e+03, 1.097578931793896716e-07
6.720000000000000000e+03, 1.861921120314192974e-07
6.960000000000000000e+03, 3.816618881498499857e-07
7.200000000000000000e+03, 1.313875655610264075e-06
7.440000000000000000e+03, 1.706528662636306627e-03
7.680000000000000000e+03, 1.707474599782138943e-03
7.920000000000000000e+03, 1.707761641593135739e-03
8.160000000000000000e+03, 1.707942668721455434e-03
8.400000000000000000e+03, 1.708128949735536689e-03
8.640000000000000000e+03, 1.708963023903460133e-03
8.880000000000000000e+03, 3.759419808790655237e-02
9.120000000000000000e+03, 3.759563100540367492e-02
9.360000000000000000e+03, 3.759604740436862935e-02
9.600000000000000000e+03, 3.759626334105257289e-02
9.840000000000000000e+03, 3.759640859095939730e-02
1.008000000000000000e+04, 3.759652415590806346e-02
1.032000000000000000e+04, 3.759662969478248795e-02
1.056000000000000000e+04, 3.759674020370507019e-02
1.080000000000000000e+04, 3.759687508313960813e-02
1.104000000000000000e+04, 3.759706595258069384e-02
1.128000000000000000e+04, 3.759747883084614550e-02
1.152000000000000000e+04, 7.329968777525138757e-01
1.176000000000000000e+04, 9.962993524306266169e-01
1.200000000000000000e+04, 9.962993531408770309e-01
1.224000000000000000e+04, 9.962993532219481807e-01
1.248000000000000000e+04, 9.962993529821121408e-01
1.272000000000000000e+04, 9.962993525033164710e-01
1.296000000000000000e+04, 9.962993518471072729e-01
1.320000000000000000e+04, 9.962993510825430832e-01
1.344000000000000000e+04, 9.962993502804957657e-01
1.368000000000000000e+04, 9.962993495006871036e-01
1.392000000000000000e+04, 9.962993487842164431e-01
1.416000000000000000e+04, 9.962993481540455276e-01
1.440000000000000000e+04, 9.962993476198072074e-01
1.464000000000000000e+04, 9.962993471831110837e-01
1.488000000000000000e+04, 9.962993468415922704e-01
1.512000000000000000e+04, 9.962993465914827818e-01
1.536000000000000000e+04, 9.962993464290726964e-01
1.560000000000000000e+04, 9.962993463514857595e-01
1.584000000000000000e+04, 9.962993463570930519e-01
1.608000000000000000e+04, 9.962993464319519488e-01
1.632000000000000000e+04, 9.962993465631700962e-01
1.656000000000000000e+04, 9.962993467379809287e-01
1.680000000000000000e+04, 9.962993469433769622e-01
1.704000000000000000e+04, 9.962993471661821809e-01
1.728000000000000000e+04, 9.962993473934093069e-01
1.752000000000000000e+04, 9.962993476127416370e-01
1.776000000000000000e+04, 9.962993478129872349e-01
1.800000000000000000e+04, 9.962993479843956779e-01
1.824000000000000000e+04, 9.962993481187882860e-01
1.848000000000000000e+04, 9.962993482095131581e-01
1.872000000000000000e+04, 9.962993482512773058e-01
1.896000000000000000e+04, 9.962993482399219447e-01
1.920000000000000000e+04, 9.962993481722050015e-01
1.944000000000000000e+04, 9.962993480456416862e-01
1.968000000000000000e+04, 9.962993478519366342e-01
1.992000000000000000e+04, 9.962993475820105527e-01
2.016000000000000000e+04, 9.962993472253200977e-01
2.040000000000000000e+04, 9.962993467744784004e-01
2.064000000000000000e+04, 9.962993462292825120e-01
2.088000000000000000e+04, 9.962993455775654983e-01
2.112000000000000000e+04, 9.962993448029442423e-01
2.136000000000000000e+04, 9.962993438838524396e-01
2.160000000000000000e+04, 9.962993427921504885e-01
2.184000000000000000e+04, 9.962993414907032053e-01
2.208000000000000000e+04, 9.962993399300715813e-01
2.232000000000000000e+04, 9.962993380443107005e-01
2.256000000000000000e+04, 9.962993357462632815e-01
2.280000000000000000e+04, 9.962993329266889297e-01
2.304000000000000000e+04, 9.962993294574128411e-01
2.328000000000000000e+04, 9.962993250024682057e-01
2.352000000000000000e+04, 9.962993191563389583e-01
2.376000000000000000e+04, 9.962993110041964417e-01
2.400000000000000000e+04, 9.962992981304992224e-01
2.424000000000000000e+04, 9.962992726632312612e-01
2.448000000000000000e+04, 9.962991767070724647e-01
2.472000000000000000e+04, 4.963008496548269033e-01
2.496000000000000000e+04, 4.963008085019559590e-01
2.520000000000000000e+04, 4.963007949288221754e-01
2.544000000000000000e+04, 4.963007878342791668e-01
2.568000000000000000e+04, 4.963007833803223523e-01
2.592000000000000000e+04, 4.963007803091570858e-01
2.616000000000000000e+04, 4.963007780767789701e-01
2.640000000000000000e+04, 4.963007764053186111e-01
2.664000000000000000e+04, 4.963007751362918385e-01
2.688000000000000000e+04, 4.963007741891332647e-01
2.712000000000000000e+04, 4.963007735042067048e-01
2.736000000000000000e+04, 4.963007730399994211e-01
2.760000000000000000e+04, 4.963007727706034156e-01
2.784000000000000000e+04, 4.963007726848527312e-01
2.808000000000000000e+04, 4.963007727882405851e-01
2.832000000000000000e+04, 4.963007731101489739e-01
2.856000000000000000e+04, 4.963007737239880646e-01
2.880000000000000000e+04, 4.963007748077289949e-01
2.904000000000000000e+04, 4.963007768794018837e-01
2.928000000000000000e+04, 4.963007823993141887e-01
2.952000000000000000e+04, 9.999999503334111584e-01
2.976000000000000000e+04, 9.999999996589150619e-01
3.000000000000000000e+04, 1.000000000000000000e+00
3.024000000000000000e+04, 1.000000000000000000e+00
3.048000000000000000e+04, 1.000000000000000000e+00
3.072000000000000000e+04, 1.000000000000000000e+00
3.096000000000000000e+04, 4.497339709725545279e-05
3.120000000000000000e+04, 4.497280942383496011e-05
3.144000000000000000e+04, 4.497260150976806301e-05
3.168000000000000000e+04, 4.497266321071962129e-05
3.192000000000000000e+04, 4.497324759343358699e-05
3.216000000000000000e+04, 4.497739531597694061e-05
3.240000000000000000e+04, 4.541110291362966092e-05
3.264000000000000000e+04, 4.610978662604095214e-05
3.288000000000000000e+04, 4.669576896792266196e-05
3.312000000000000000e+04, 4.720162950114647896e-05
3.336000000000000000e+04, 4.761972561567861254e-05
3.360000000000000000e+04, 4.794192342410581758e-05
3.384000000000000000e+04, 4.800514529692360695e-05
3.408000000000000000e+04, 4.800597215340603294e-05
3.432000000000000000e+04, 4.800619804104346505e-05
3.456000000000000000e+04, 4.800618069063256212e-05
3.480000000000000000e+04, 4.800603303182723360e-05
3.504000000000000000e+04, 4.800581111768861147e-05
3.528000000000000000e+04, 4.800554424626032830e-05
3.552000000000000000e+04, 4.800524732374799420e-05
