0.000000000000000000e+00, 8.077216381268542633e-09, 0.000000000000000000e+00
2.400000000000000000e+02, 8.444010543368418843e-09, 0.000000000000000000e+00
4.800000000000000000e+02, 8.857558913227743608e-09, 0.000000000000000000e+00
7.200000000000000000e+02, 9.323215298184961567e-09, 0.000000000000000000e+00
9.600000000000000000e+02, 9.847409403886159276e-09, 0.000000000000000000e+00
1.200000000000000000e+03, 1.043790415746755557e-08, 0.000000000000000000e+00
1.440000000000000000e+03, 1.112766882563510548e-08, 0.000000000000000000e+00
1.680000000000000000e+03, 1.195899078442971476e-08, 0.000000000000000000e+00
1.920000000000000000e+03, 1.296047749232691540e-08, 0.000000000000000000e+00
2.160000000000000000e+03, 1.417076034076190680e-08, 0.000000000000000000e+00
2.400000000000000000e+03, 1.564297390640670886e-08, 0.000000000000000000e+00
2.640000000000000000e+03, 1.745193375903382568e-08, 0.000000000000000000e+00
2.880000000000000000e+03, 1.970610729546349736e-08, 0.000000000000000000e+00
3.120000000000000000e+03, 2.256856515286815413e-08, 0.000000000000000000e+00
3.360000000000000000e+03, 2.629588186212005439e-08, 0.000000000000000000e+00
3.600000000000000000e+03, 3.131589791702876313e-08, 0.000000000000000000e+00
3.840000000000000000e+03, 3.839866430108833390e-08, 0.000000000000000000e+00
4.080000000000000000e+03, 4.908332534921288189e-08, 0.000000000000000000e+00
4.320000000000000000e+03, 6.695660299643044216e-08, 0.000000000000000000e+00
4.560000000000000000e+03, 1.027520368902792640e-07, 0.000000000000000000e+00
4.800000000000000000e+03, 2.098086259062730146e-07, 0.000000000000000000e+00
5.040000000000000000e+03, 8.825571773102411019e-03, 0.000000000000000000e+00
5.280000000000000000e+03, 1.126627814941634324e-02, 0.000000000000000000e+00
5.520000000000000000e+03, 1.160603306065218117e-02, 0.000000000000000000e+00
5.760000000000000000e+03, 1.194648246051290517e-02, 0.000000000000000000e+00
6.000000000000000000e+03, 1.228752997511875673e-02, 0.000000000000000000e+00
6.240000000000000000e+03, 1.262919899509041752e-02, 0.000000000000000000e+00
6.480000000000000000e+03, 1.297150827315503296e-02, 0.000000000000000000e+00
6.720000000000000000e+03, 1.331447691972477768e-02, 0.000000000000000000e+00
6.960000000000000000e+03, 1.365812424202883513e-02, 0.000000000000000000e+00
7.200000000000000000e+03, 1.400246976191682306e-02, 0.000000000000000000e+00
7.440000000000000000e+03, 1.434753322982323422e-02, 0.000000000000000000e+00
7.680000000000000000e+03, 1.469333464043747622e-02, 0.000000000000000000e+00
7.920000000000000000e+03, 1.503989424910172172e-02, 0.000000000000000000e+00
8.160000000000000000e+03, 1.538723270657465017e-02, 0.000000000000000000e+00
8.400000000000000000e+03, 1.573535907896804129e-02, 0.000000000000000000e+00
8.640000000000000000e+03, 1.683838381495149361e-02, 0.000000000000000000e+00
8.880000000000000000e+03, 1.794420348788737518e-02, 0.000000000000000000e+00
9.120000000000000000e+03, 1.905300250062721273e-02, 0.000000000000000000e+00
9.360000000000000000e+03, 2.016498059852067301e-02, 0.000000000000000000e+00
9.600000000000000000e+03, 2.128026790579977401e-02, 0.000000000000000000e+00
9.840000000000000000e+03, 2.257405890156162498e-02, 0.000000000000000000e+00
1.008000000000000000e+04, 2.405995237966337616e-02, 0.000000000000000000e+00
1.032000000000000000e+04, 2.557495661916428867e-02, 0.000000000000000000e+00
1.056000000000000000e+04, 2.710975740709604953e-02, 0.000000000000000000e+00
1.080000000000000000e+04, 2.866261472924764089e-02, 0.000000000000000000e+00
1.104000000000000000e+04, 3.023196197290021689e-02, 0.000000000000000000e+00
1.128000000000000000e+04, 3.181641932960969227e-02, 0.000000000000000000e+00
1.152000000000000000e+04, 3.341488188775375290e-02, 0.000000000000000000e+00
1.176000000000000000e+04, 3.502618109867228213e-02, 0.000000000000000000e+00
1.200000000000000000e+04, 3.665749330743043460e-02, 0.000000000000000000e+00
1.224000000000000000e+04, 3.750306296171063147e-02, 0.000000000000000000e+00
1.248000000000000000e+04, 3.834966722487505308e-02, 0.000000000000000000e+00
1.272000000000000000e+04, 3.919727227268759301e-02, 0.000000000000000000e+00
1.296000000000000000e+04, 4.004587528186532436e-02, 0.000000000000000000e+00
1.320000000000000000e+04, 4.089549568677759706e-02, 0.000000000000000000e+00
1.344000000000000000e+04, 4.174617446388902836e-02, 0.000000000000000000e+00
1.368000000000000000e+04, 4.259797600691479086e-02, 0.000000000000000000e+00
1.392000000000000000e+04, 4.345099894172583382e-02, 0.000000000000000000e+00
1.416000000000000000e+04, 4.430543017339741430e-02, 0.000000000000000000e+00
1.440000000000000000e+04, 4.516043575600704046e-02, 0.000000000000000000e+00
1.464000000000000000e+04, 5.162571339284644650e-02, 0.000000000000000000e+00
1.488000000000000000e+04, 5.355178202911534124e-02, 0.000000000000000000e+00
1.512000000000000000e+04, 5.492837194261667583e-02, 0.000000000000000000e+00
1.536000000000000000e+04, 5.558085418343976236e-02, 0.000000000000000000e+00
1.560000000000000000e+04, 5.536726437348468005e-02, 0.000000000000000000e+00
1.584000000000000000e+04, 6.583542735891832753e-02, 0.000000000000000000e+00
1.608000000000000000e+04, 6.923978063355411272e-02, 0.000000000000000000e+00
1.632000000000000000e+04, 7.151155434531658583e-02, 0.000000000000000000e+00
1.656000000000000000e+04, 8.688904384503061407e-02, 0.000000000000000000e+00
1.680000000000000000e+04, 9.556647653497589434e-02, 0.000000000000000000e+00
1.704000000000000000e+04, 1.031232770568690088e-01, 0.000000000000000000e+00
1.728000000000000000e+04, 1.079748205841597058e-01, 0.000000000000000000e+00
1.752000000000000000e+04, 1.084095233014360088e-01, 0.000000000000000000e+00
1.776000000000000000e+04, 1.035206823181467478e-01, 0.000000000000000000e+00
1.800000000000000000e+04, 9.407569711330576734e-02, 0.000000000000000000e+00
1.824000000000000000e+04, 6.227474102915554754e-02, 0.000000000000000000e+00
1.848000000000000000e+04, 4.793890976750041916e-02, 0.000000000000000000e+00
1.872000000000000000e+04, 5.594252578311759844e-02, 0.000000000000000000e+00
1.896000000000000000e+04, 6.336204671807571520e-02, 0.000000000000000000e+00
1.920000000000000000e+04, 4.999999644797843978e-01, 0.000000000000000000e+00
1.944000000000000000e+04, 4.999999709138189252e-01, 0.000000000000000000e+00
1.968000000000000000e+04, 4.999999731740901177e-01, 0.000000000000000000e+00
1.992000000000000000e+04, 4.999999734818101893e-01, 0.000000000000000000e+00
2.016000000000000000e+04, 4.999999731417530957e-01, 0.000000000000000000e+00
2.040000000000000000e+04, 4.999999731763156707e-01, 0.000000000000000000e+00
2.064000000000000000e+04, 4.999999758755439005e-01, 0.000000000000000000e+00
2.088000000000000000e+04, 4.999999557250047189e-01, 0.000000000000000000e+00
2.112000000000000000e+04, 4.999999510500179878e-01, 0.000000000000000000e+00
2.136000000000000000e+04, 4.999999455124674030e-01, 0.000000000000000000e+00
2.160000000000000000e+04, 4.999999386900676468e-01, 0.000000000000000000e+00
2.184000000000000000e+04, 4.999999296983902997e-01, 0.000000000000000000e+00
2.208000000000000000e+04, 4.999999165150676994e-01, 0.000000000000000000e+00
2.232000000000000000e+04, 4.999998931502558364e-01, 0.000000000000000000e+00
2.256000000000000000e+04, 2.844181076472931721e-07, 0.000000000000000000e+00
2.280000000000000000e+04, 4.453685177071101120e-02, 0.000000000000000000e+00
2.304000000000000000e+04, 6.993456160360662921e-02, 0.000000000000000000e+00
2.328000000000000000e+04, 7.009094159097353782e-02, 0.000000000000000000e+00
2.352000000000000000e+04, 7.026830088107882677e-02, 0.000000000000000000e+00
2.376000000000000000e+04, 7.043861639212820047e-02, 0.000000000000000000e+00
2.400000000000000000e+04, 7.061424227624860106e-02, 0.000000000000000000e+00
2.424000000000000000e+04, 7.079115102337960042e-02, 0.000000000000000000e+00
2.448000000000000000e+04, 7.097195885791107717e-02, 0.000000000000000000e+00
2.472000000000000000e+04, 7.115660546856984736e-02, 0.000000000000000000e+00
