0.000000000000000000e+00, 5.000000000000000000e+01, 4.333333333329999704e+01, 3.666666666670000296e+01, 3.000000000000000000e+01, 1.800000000000000000e+01, 1.650000000000000000e+01, 1.500000000000000000e+01, 2.230110249772662101e+01, 2.132652873753519884e+01, 2.133029338920306017e+01, 2.132303480135522022e+01, 2.099858857336431939e+01
2.400000000000000000e+02, 5.000000009562934622e+01, 4.333333330197211808e+01, 3.666666663537212401e+01, 2.999999996867212104e+01, 1.799999997652400907e+01, 1.649999998938141488e+01, 1.499999998938141665e+01, 3.699846680943728927e+01, 2.129917234839676965e+01, 2.130262570408241984e+01, 2.129596732541194370e+01, 2.099837170008789755e+01
4.800000000000000000e+02, 5.000000012061511967e+01, 4.333333327085009756e+01, 3.666666660425010349e+01, 2.999999993755010408e+01, 1.799999995323751634e+01, 1.649999997876367530e+01, 1.499999997876367708e+01, 5.229708818556512995e+01, 2.127407915664940319e+01, 2.127724686995157199e+01, 2.127113923524025907e+01, 2.099815675141493543e+01
7.200000000000000000e+02, 5.000000007340982222e+01, 4.333333324013856469e+01, 3.666666657353857062e+01, 2.999999990683857476e+01, 1.799999993012486144e+01, 1.649999996814672798e+01, 1.499999996814673153e+01, 6.819696664278248477e+01, 2.125106082238596628e+01, 2.125396668535557509e+01, 2.124836392136148788e+01, 2.099794384676750880e+01
9.600000000000000000e+02, 4.999999995639751660e+01, 4.333333321064311150e+01, 3.666666654404311032e+01, 2.999999987734312157e+01, 1.799999990717165943e+01, 1.649999995753051607e+01, 1.499999995753052318e+01, 8.469810209536075263e+01, 2.122994448735596862e+01, 2.123261031444873126e+01, 2.122747036096576423e+01, 2.099773309558622003e+01
1.200000000000000000e+03, 5.025308998241768421e+01, 4.337633487804971821e+01, 3.670903505798280264e+01, 3.004236708686813984e+01, 1.799999988436476528e+01, 1.649999994691500049e+01, 1.499999994691500405e+01, 9.500000000000000000e+01, 2.121057171156780896e+01, 2.121301749706193007e+01, 2.120830180334913351e+01, 2.099752459816330941e+01
1.440000000000000000e+03, 5.093136286752509534e+01, 4.348574506018328378e+01, 3.681092349070138425e+01, 3.014419961702389728e+01, 1.799999986169209620e+01, 1.649999993630012440e+01, 1.499999993630013506e+01, 9.500000000000000000e+01, 2.119279727652299172e+01, 2.119504134619786129e+01, 2.119071457852794893e+01, 2.099731844640610134e+01
1.680000000000000000e+03, 5.160847478621474949e+01, 4.360538171159618059e+01, 3.691439771881046283e+01, 3.024743565603159823e+01, 1.799999983914261037e+01, 1.649999992568586293e+01, 1.499999992568587004e+01, 9.500000000000000000e+01, 2.117648822515414508e+01, 2.117854734135233130e+01, 2.117457718051498361e+01, 2.099711881522088675e+01
1.920000000000000000e+03, 5.228420416442138219e+01, 4.373530896554848368e+01, 3.701960447295488876e+01, 3.035208591496784791e+01, 1.799999981670616478e+01, 1.649999991507216279e+01, 1.499999991507217523e+01, 9.500000000000000000e+01, 2.116152288490434685e+01, 2.116341240115193401e+01, 2.115976924418975358e+01, 2.099692578134855836e+01
2.160000000000000000e+03, 5.295833260198463677e+01, 4.387558106741026620e+01, 3.712669471444339564e+01, 3.045816358731062223e+01, 1.799999979437346909e+01, 1.649999990445900622e+01, 1.499999990445901510e+01, 9.500000000000000000e+01, 2.114778974512290333e+01, 2.114952373342939396e+01, 2.114618044826060839e+01, 2.099673941509142594e+01
2.400000000000000000e+03, 5.363064500277533853e+01, 4.402624233459505376e+01, 3.723582339538602781e+01, 3.056568449965798351e+01, 1.799999977213600744e+01, 1.649999989384636123e+01, 1.499999989384636656e+01, 9.500000000000000000e+01, 2.113518660083936496e+01, 2.113677795891259947e+01, 2.113370967761309061e+01, 2.099655978085052155e+01
2.640000000000000000e+03, 5.430092970156323418e+01, 4.418732713136111556e+01, 3.734714920899272528e+01, 3.067466725976931485e+01, 1.799999974998597807e+01, 1.649999988323418876e+01, 1.499999988323419764e+01, 9.500000000000000000e+01, 2.112361977598087392e+01, 2.112508032522925561e+01, 2.112226425507562055e+01, 2.099638693761805897e+01
2.880000000000000000e+03, 5.496897858802208248e+01, 4.435885985870340420e+01, 3.746083433071529356e+01, 3.078513340151735633e+01, 1.799999972791620806e+01, 1.649999987262247814e+01, 1.499999987262249235e+01, 9.500000000000000000e+01, 2.111300341163573790e+01, 2.111434398698482084e+01, 2.111175923728004733e+01, 2.099622093942876333e+01
3.120000000000000000e+03, 5.563458722763373032e+01, 4.454085495944448070e+01, 3.757704415087538763e+01, 3.089710752627193813e+01, 1.799999970592013554e+01, 1.649999986201121516e+01, 1.499999986201122226e+01, 9.500000000000000000e+01, 2.110325881371726808e+01, 2.110448934593097547e+01, 2.110211676928183167e+01, 2.099606183577364149e+01
3.360000000000000000e+03, 5.629755497921320995e+01, 4.473331693858416003e+01, 3.769594699944902061e+01, 3.101061744024067579e+01, 1.799999968399176353e+01, 1.649999985140037140e+01, 1.499999985140037850e+01, 9.500000000000000000e+01, 2.109431385506463741e+01, 2.109544344619685319e+01, 2.109326549303653309e+01, 2.099590967197908142e+01
3.600000000000000000e+03, 5.695768510879040747e+01, 4.493624039892721100e+01, 3.781771386371210042e+01, 3.112569428730733634e+01, 1.799999966212555336e+01, 1.649999984078993620e+01, 1.499999984078994331e+01, 9.500000000000000000e+01, 2.108610242743803909e+01, 2.108713941998782104e+01, 2.108514000523856069e+01, 2.099576448955443198e+01
3.840000000000000000e+03, 5.761478489959542060e+01, 4.514961009196804298e+01, 3.794251809948273291e+01, 3.124237267692618403e+01, 1.799999964031646371e+01, 1.649999983017990601e+01, 1.499999983017991134e+01, 9.500000000000000000e+01, 2.107856393924440397e+01, 2.107951597954022915e+01, 2.107768036040285509e+01, 2.099562632651050365e+01
4.080000000000000000e+03, 5.826866575787217073e+01, 4.537340098395766574e+01, 3.807053513671809952e+01, 3.136069080664444897e+01, 1.799999961855985475e+01, 1.649999981957027018e+01, 1.499999981957027018e+01, 9.500000000000000000e+01, 2.107164285517747615e+01, 2.107251695147213866e+01, 2.107083161541395455e+01, 2.099549521765155191e+01
4.320000000000000000e+03, 5.891914331426091422e+01, 4.560757833703491571e+01, 3.820194218024883526e+01, 3.148069057884763211e+01, 1.799999959685149875e+01, 1.649999980896102159e+01, 1.499999980896101981e+01, 9.500000000000000000e+01, 2.106528827427462147e+01, 2.106609084999216108e+01, 2.106454341208217329e+01, 2.099537119484284275e+01
4.560000000000000000e+03, 5.956603752050673961e+01, 4.585209780525935486e+01, 3.833691790645627862e+01, 3.160241771134737476e+01, 1.799999957518749838e+01, 1.649999979835215314e+01, 1.499999979835214958e+01, 9.500000000000000000e+01, 2.105945354318447116e+01, 2.106019048572366259e+01, 2.105876959453508590e+01, 2.099525428725591425e+01
4.800000000000000000e+03, 6.020917274123513607e+01, 4.610690554532748564e+01, 3.847564215670966092e+01, 3.172592184145265648e+01, 1.799999955356427961e+01, 1.649999978774367548e+01, 1.499999978774366483e+01, 9.500000000000000000e+01, 2.105409590170698664e+01, 2.105477260717223942e+01, 2.105346785853739888e+01, 2.099514452159338163e+01
5.040000000000000000e+03, 6.084837784053911491e+01, 4.637193834169843143e+01, 3.861829562839032803e+01, 3.185125662318952777e+01, 1.799999953197857749e+01, 1.649999977713558508e+01, 1.499999977713557087e+01, 9.500000000000000000e+01, 2.104917615791308094e+01, 2.104979757211256342e+01, 2.104859943007485157e+01, 2.099504192229494848e+01
5.280000000000000000e+03, 6.148525453164437948e+01, 4.664790677516296569e+01, 3.876547555945920465e+01, 3.197883798883009376e+01, 1.799999951042740776e+01, 1.649999976652788547e+01, 1.499999976652787304e+01, 9.500000000000000000e+01, 2.104465833834573729e+01, 2.104522900679259578e+01, 2.104412870717343864e+01, 2.099494502420473907e+01
5.520000000000000000e+03, 6.211955147320110626e+01, 4.693478913224075200e+01, 3.891738735484474887e+01, 3.210873358832093061e+01, 1.799999948890803125e+01, 1.649999975592059798e+01, 1.499999975592058021e+01, 9.500000000000000000e+01, 2.104050940261147673e+01, 2.104103349514525334e+01, 2.104002299812361443e+01, 2.099485384794645526e+01
5.760000000000000000e+03, 6.275102282048545277e+01, 4.723255098624800041e+01, 3.907423845158374576e+01, 3.224101625603155696e+01, 1.799999946741794332e+01, 1.649999974531372615e+01, 1.499999974531370484e+01, 9.500000000000000000e+01, 2.103669906440785553e+01, 2.103718040300406145e+01, 2.103625233947229134e+01, 2.099476841239510350e+01
6.000000000000000000e+03, 6.337942838995029859e+01, 4.754114530162633656e+01, 3.923623790253893873e+01, 3.237576415820371523e+01, 1.799999944595486312e+01, 1.649999973470728776e+01, 1.499999973470726822e+01, 9.500000000000000000e+01, 2.103319956468679308e+01, 2.103364165238649619e+01, 2.103278926817086969e+01, 2.099468873482289411e+01
6.240000000000000000e+03, 6.400453381485131388e+01, 4.786051256264940434e+01, 3.940359595424062178e+01, 3.251306093077487702e+01, 1.799999942451667678e+01, 1.649999972410131122e+01, 1.499999972410128635e+01, 9.500000000000000000e+01, 2.102998546084112874e+01, 2.103039150836296756e+01, 2.102960861291329664e+01, 2.099461483103302228e+01
6.480000000000000000e+03, 6.462611069160031718e+01, 4.819058092601573406e+01, 3.957652362027202031e+01, 3.265299580705323734e+01, 1.799999940310149071e+01, 1.649999971349581429e+01, 1.499999971349578232e+01, 9.500000000000000000e+01, 2.102703343340177611e+01, 2.102740638353597191e+01, 2.102668730289181198e+01, 2.099454671548226514e+01
6.720000000000000000e+03, 6.524393671647474946e+01, 4.853126639672911580e+01, 3.975523225162339713e+01, 3.279566373476733077e+01, 1.799999938170755343e+01, 1.649999970289081475e+01, 1.499999970289078099e+01, 9.500000000000000000e+01, 2.102432210886353303e+01, 2.102466465883030367e+01, 2.102400419251196340e+01, 2.099448440139331140e+01
6.960000000000000000e+03, 6.585779580569818847e+01, 4.888247302065116884e+01, 3.993993310231038407e+01, 3.294116547961701968e+01, 1.799999936033328751e+01, 1.649999969228635877e+01, 1.499999969228632146e+01, 9.500000000000000000e+01, 2.102183189729598212e+01, 2.102214651923813449e+01, 2.102153990073510670e+01, 2.099442790085775101e+01
7.200000000000000000e+03, 6.156730428232438612e+01, 4.633265970648518106e+01, 3.914746067469275914e+01, 4.003798219847499240e+01, 1.717505599770306901e+01, 1.585419302784830720e+01, 1.500345863016223369e+01, 9.500000000000000000e+01, 2.101954484308036797e+01, 2.101983380246646504e+01, 2.101927666375197745e+01, 2.099437722493049918e+01
7.440000000000000000e+03, 5.802942623129484190e+01, 4.452910608364843625e+01, 4.001568718227276378e+01, 4.420717345929227093e+01, 1.649330690194999605e+01, 1.544254783580793777e+01, 1.482175389033120361e+01, 9.500000000000000000e+01, 2.101744449317274288e+01, 2.101770987020228176e+01, 2.101719820051204834e+01, 2.099433238371628718e+01
7.680000000000000000e+03, 5.521766700593257582e+01, 4.353563975035038425e+01, 4.146383264959393244e+01, 4.645215594001180648e+01, 1.595252807433231013e+01, 1.511316435293604776e+01, 1.457609821094751190e+01, 9.500000000000000000e+01, 2.101551576307153368e+01, 2.101575946303870523e+01, 2.101528958881635845e+01, 2.099429338644896248e+01
7.920000000000000000e+03, 5.556612086814790530e+01, 4.337450735199298180e+01, 4.197953299800727223e+01, 4.800530385471852668e+01, 1.551170429954726870e+01, 1.480787041746131116e+01, 1.427841557208154732e+01, 5.449011419626986452e+01, 2.101374482726633985e+01, 2.101396859578046517e+01, 2.101353715134873212e+01, 2.099426024156420567e+01
8.160000000000000000e+03, 5.432412415405173078e+01, 4.327666756478552657e+01, 4.255685020426503939e+01, 4.886586629088009204e+01, 1.513123228865205050e+01, 1.450804756751035285e+01, 1.399702899137552237e+01, 5.444852139188430584e+01, 2.101211901363003776e+01, 2.101232444971259028e+01, 2.101192835201359088e+01, 2.099423295676607282e+01
